date,experiment,incubation,light.dark,treatment,flume,core,replicate,channel,analyte,time,depth,mV,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:24,1602,8.25,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:24,1801,8.22,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:24,2001,8.22,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:25,2200,8.09,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:25,2400,8.07,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:25,2599,8.06,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:26,2799,7.89,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:26,2998,7.98,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:26,3198,7.92,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:26,3397,7.91,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:27,3597,7.79,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:27,3796,7.83,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:27,3995,7.67,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:28,4195,7.65,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:28,4394,7.47,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:28,4594,7.49,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:28,4793,7.44,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:29,4993,7.24,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:29,5192,7.21,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:29,5392,7.21,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:30,5591,7.18,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:30,5791,7.28,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:30,5990,7.19,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:30,6190,7.19,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:31,6389,7.14,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:31,6589,7.12,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:31,6788,7.11,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:32,6987,7.1,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:32,7187,7.03,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:32,7386,6.85,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:32,7586,6.87,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:33,7785,6.74,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,1,NO,2024-07-01 10:33,7985,6.96,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:20,-999,100.77,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:20,-798,104.61,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:21,-596,103.38,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:21,-395,98.36,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:21,-193,89.36,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:21,6,77.6,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:22,206,63.3,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:22,405,49.47,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:22,605,37.69,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:23,804,25.89,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:23,1002,16.59,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:23,1203,8.99,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:24,1402,3.66,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:24,1602,-0.88,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:24,1801,-3.01,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:24,2001,-3.36,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:25,2200,-3.36,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:25,2400,-3.36,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:25,2599,-3.39,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:26,2799,-3.42,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:26,2998,-3.42,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:26,3198,-3.4,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:26,3397,-3.44,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:27,3597,-3.46,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:27,3796,-3.47,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:27,3995,-3.4,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:28,4195,-3.47,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:28,4394,-3.43,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:28,4594,-3.47,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:28,4793,-3.5,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:29,4993,-3.17,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:29,5192,-3.19,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:29,5392,-3.37,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:30,5591,-3.2,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:30,5791,-3.43,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:30,5990,-3.52,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:30,6190,-3.59,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:31,6389,-3.49,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:31,6589,-3.51,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:31,6788,-3.45,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:32,6987,-3.45,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:32,7187,-3.48,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:32,7386,-3.19,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:32,7586,-3.35,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:33,7785,-3.27,
01/07/2024,Mangrove_5,NO3,Dark,200,4,3,1,4,O2,2024-07-01 10:33,7985,-3.51,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:46,-1000,7.500199795,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:46,-800,7.601140022,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:46,-600,7.678102016,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:46,-400,7.777334213,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:47,-200,7.831198215,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:47,0,7.852282047,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:47,200,7.946539879,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:48,400,7.961497784,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:48,600,7.964097977,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:48,800,7.981579781,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:49,1000,7.868340015,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:49,1200,7.881003857,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:49,1400,7.69836998,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:50,1600,7.535101891,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:50,1800,7.349875927,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:50,2000,7.224634171,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:51,2200,7.135841846,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:51,2400,7.120475769,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:51,2600,7.050109863,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:52,2800,7.071472168,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:52,3000,7.021202087,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:52,3200,6.93300581,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:53,3400,6.872680187,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:53,3600,6.765006065,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:53,3800,6.613344193,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:54,4000,6.487386227,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:54,4200,6.399059772,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:54,4400,6.296924114,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:55,4600,6.294531822,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:55,4800,6.272662163,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:55,5000,6.285021782,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:56,5200,6.328299999,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:56,5400,6.333625793,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:56,5600,6.304922104,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:57,5800,6.292662144,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,1,NO,2024-07-01 20:57,6000,6.213418007,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:46,-1000,117.0477982,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:46,-800,115.8891449,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:46,-600,112.7538834,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:46,-400,112.0851135,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:47,-200,115.1684494,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:47,0,115.6080475,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:47,200,113.7589188,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:48,400,109.5006485,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:48,600,103.844162,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:48,800,96.69294739,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:49,1000,85.50322723,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:49,1200,71.14341736,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:49,1400,59.47318268,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:50,1600,47.75650406,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:50,1800,33.74842072,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:50,2000,21.45527458,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:51,2200,11.99185562,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:51,2400,4.812119961,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:51,2600,1.555400014,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:52,2800,1.355460048,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:52,3000,1.344624043,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:52,3200,1.365738034,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:53,3400,1.303954005,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:53,3600,1.247184038,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:53,3800,1.241436005,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:54,4000,1.27788794,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:54,4200,1.374403954,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:54,4400,1.243700027,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:55,4600,1.292176008,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:55,4800,1.44560802,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:55,5000,1.306947947,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:56,5200,1.345651984,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:56,5400,1.408532023,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:56,5600,1.369467974,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:57,5800,1.411918044,
01/07/2024,Mangrove_5,NO3,Light,0,1,1,1,4,O2,2024-07-01 20:57,6000,1.393537998,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:07,-1000,8.205880165,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:08,-800,8.246764183,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:08,-600,8.182663918,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:08,-400,8.249682426,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:09,-200,8.193787575,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:09,0,8.145511627,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:09,200,8.009349823,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:10,400,7.909883976,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:10,600,7.71908617,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:10,800,7.562235832,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:11,1000,7.437578201,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:11,1200,7.383384228,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:11,1400,7.407721996,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:12,1600,7.203328133,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:12,1800,7.136630058,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:12,2000,7.149773598,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:13,2200,7.143142223,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:13,2400,7.059795856,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:13,2600,7.015185833,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:14,2800,7.019279957,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:14,3000,6.961530209,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:14,3200,6.905303955,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:15,3400,6.926876068,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:15,3600,6.776601791,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:15,3800,6.84619379,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:16,4000,6.753798008,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:16,4200,6.810760021,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:16,4400,6.744567871,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:16,4600,6.729300022,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:17,4800,6.659825802,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:17,5000,6.680868149,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:17,5200,6.595861912,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:18,5400,6.621190071,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:18,5600,6.574322224,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:18,5800,6.563439846,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:19,6000,6.541274071,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:19,6200,6.483665943,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:19,6400,6.444692135,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:20,6600,6.388381958,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:20,6800,6.386323929,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,1,NO,2024-07-01 21:20,7000,6.248526096,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:07,-1000,103.4444885,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:08,-800,102.4544449,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:08,-600,101.5689316,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:08,-400,99.82498932,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:09,-200,96.74307251,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:09,0,91.77541351,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:09,200,85.50826263,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:10,400,78.05215454,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:10,600,69.63641357,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:10,800,60.5734787,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:11,1000,52.15527725,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:11,1200,44.1995697,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:11,1400,32.5622673,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:12,1600,27.32362175,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:12,1800,25.25790977,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:12,2000,26.03505516,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:13,2200,25.30503845,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:13,2400,18.13549614,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:13,2600,9.869748116,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:14,2800,5.739744186,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:14,3000,3.552685976,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:14,3200,2.380079985,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:15,3400,1.758102059,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:15,3600,1.468413949,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:15,3800,1.488693953,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:16,4000,1.493011951,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:16,4200,1.404065967,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:16,4400,1.479691982,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:16,4600,1.462049961,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:17,4800,1.405135989,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:17,5000,1.476511955,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:17,5200,1.451161981,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:18,5400,1.481888056,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:18,5600,1.393447995,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:18,5800,1.543454051,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:19,6000,1.371268034,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:19,6200,1.514554024,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:19,6400,1.455433965,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:20,6600,1.476333976,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:20,6800,1.352396011,
01/07/2024,Mangrove_5,NO3,Light,0,1,2,1,4,O2,2024-07-01 21:20,7000,1.466420054,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:32,-1000,8.076352119,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:32,-800,8.174393654,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:32,-600,8.228604317,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:33,-400,8.289367676,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:33,-200,8.35943222,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:33,0,8.327092171,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:34,200,8.422063828,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:34,400,8.432255745,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:34,600,8.351353645,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:35,800,8.201919556,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:35,1000,8.01339817,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:35,1200,7.885675907,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:36,1400,7.663122177,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:36,1600,7.580647945,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:36,1800,7.48968792,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:37,2000,7.447753906,
01/07/2024,Mangrove_5,NO3,Light,0,1,3,1,1,NO,2024-07-01 21:37,2200,7.347281933,
